client_sk,client_id,valid_from,valid_to,is_current,legal_name,registration_no,onboarding_date,years_in_business,employees_band,turnover_band,segment,kyc_status,relationship_manager_id,geography_sk,industry_sk
19337,C019337,3/1/2023,8/2/2025,True,Client 19337 (Pty) Ltd,REG0019337,03/18/2022,4,21-50,R5m-R20m,Small,Verified,RM062,44,7
19338,C019338,3/1/2023,8/2/2025,True,Client 19338 (Pty) Ltd,REG0019338,11/05/2022,16,21-50,R100m-R500m,Micro,Verified,RM067,17,10
19339,C019339,3/1/2023,8/2/2025,True,Client 19339 (Pty) Ltd,REG0019339,02/27/2023,30,1-20,R5m-R20m,Small,Verified,RM025,23,2
19340,C019340,3/1/2023,8/2/2025,True,Client 19340 (Pty) Ltd,REG0019340,07/18/2019,12,1-20,R5m-R20m,Micro,Verified,RM045,4,9
19341,C019341,3/1/2023,8/2/2025,True,Client 19341 (Pty) Ltd,REG0019341,04/01/2020,10,21-50,< R5m,Micro,Verified,RM088,26,1
19342,C019342,3/1/2023,8/2/2025,True,Client 19342 (Pty) Ltd,REG0019342,03/07/2017,25,1-20,R5m-R20m,Small,Verified,RM061,50,5
19343,C019343,3/1/2023,8/2/2025,True,Client 19343 (Pty) Ltd,REG0019343,05/11/2020,11,21-50,R20m-R100m,Small,Pending,RM022,40,10
19344,C019344,3/1/2023,8/2/2025,True,Client 19344 (Pty) Ltd,REG0019344,10/09/2017,2,1-20,< R5m,Small,Pending,RM036,7,7
19345,C019345,3/1/2023,8/2/2025,True,Client 19345 (Pty) Ltd,REG0019345,05/04/2022,16,101-250,R20m-R100m,Micro,Verified,RM028,14,3
19346,C019346,3/1/2023,8/2/2025,True,Client 19346 (Pty) Ltd,REG0019346,12/12/2015,23,101-250,R5m-R20m,Medium,Verified,RM037,21,9
19347,C019347,3/1/2023,8/2/2025,True,Client 19347 (Pty) Ltd,REG0019347,12/24/2016,19,51-100,< R5m,Micro,Verified,RM050,22,5
19348,C019348,3/1/2023,8/2/2025,True,Client 19348 (Pty) Ltd,REG0019348,01/27/2023,12,21-50,< R5m,Corporate,Pending,RM087,18,10
19349,C019349,3/1/2023,8/2/2025,True,Client 19349 (Pty) Ltd,REG0019349,01/06/2018,4,21-50,< R5m,Small,Verified,RM021,29,7
19350,C019350,3/1/2023,8/2/2025,True,Client 19350 (Pty) Ltd,REG0019350,10/20/2018,17,51-100,< R5m,Enterprise,In Review,RM031,33,2
19351,C019351,3/1/2023,8/2/2025,True,Client 19351 (Pty) Ltd,REG0019351,11/03/2017,12,101-250,< R5m,Micro,In Review,RM053,27,8
19352,C019352,3/1/2023,8/2/2025,True,Client 19352 (Pty) Ltd,REG0019352,05/16/2015,16,101-250,< R5m,Medium,Verified,RM053,36,9
19353,C019353,3/1/2023,8/2/2025,True,Client 19353 (Pty) Ltd,REG0019353,08/20/2018,3,1-20,< R5m,Small,Rejected,RM030,45,3
19354,C019354,3/1/2023,8/2/2025,True,Client 19354 (Pty) Ltd,REG0019354,09/10/2021,2,1-20,R5m-R20m,Medium,Verified,RM068,34,5
19355,C019355,3/1/2023,8/2/2025,True,Client 19355 (Pty) Ltd,REG0019355,03/02/2017,26,1-20,R5m-R20m,Micro,Verified,RM098,3,5
19356,C019356,3/1/2023,8/2/2025,True,Client 19356 (Pty) Ltd,REG0019356,03/20/2015,7,1-20,R100m-R500m,Micro,Verified,RM024,33,1
19357,C019357,3/1/2023,8/2/2025,True,Client 19357 (Pty) Ltd,REG0019357,11/14/2019,6,21-50,R5m-R20m,Small,Verified,RM080,32,10
19358,C019358,3/1/2023,8/2/2025,True,Client 19358 (Pty) Ltd,REG0019358,12/05/2016,1,1-20,R5m-R20m,Micro,Verified,RM017,35,2
19359,C019359,3/1/2023,8/2/2025,True,Client 19359 (Pty) Ltd,REG0019359,09/08/2017,15,101-250,< R5m,Corporate,In Review,RM028,36,4
19360,C019360,3/1/2023,8/2/2025,True,Client 19360 (Pty) Ltd,REG0019360,12/12/2018,27,51-100,R5m-R20m,Medium,Verified,RM040,36,8
19361,C019361,3/1/2023,8/2/2025,True,Client 19361 (Pty) Ltd,REG0019361,06/19/2018,12,1-20,R5m-R20m,Micro,Pending,RM085,48,6
19362,C019362,3/1/2023,8/2/2025,True,Client 19362 (Pty) Ltd,REG0019362,12/10/2017,13,1-20,R5m-R20m,Micro,Pending,RM030,34,3
19363,C019363,3/1/2023,8/2/2025,True,Client 19363 (Pty) Ltd,REG0019363,01/13/2017,8,21-50,< R5m,Small,Rejected,RM035,6,2
19364,C019364,3/1/2023,8/2/2025,True,Client 19364 (Pty) Ltd,REG0019364,08/28/2021,9,51-100,R500m+,Medium,Verified,RM019,44,5
19365,C019365,3/1/2023,8/2/2025,True,Client 19365 (Pty) Ltd,REG0019365,01/10/2016,1,101-250,R5m-R20m,Micro,Verified,RM081,31,8
19366,C019366,3/1/2023,8/2/2025,True,Client 19366 (Pty) Ltd,REG0019366,10/20/2019,5,501-1000,< R5m,Micro,In Review,RM051,48,3
19367,C019367,3/1/2023,8/2/2025,True,Client 19367 (Pty) Ltd,REG0019367,03/03/2021,7,51-100,R20m-R100m,Micro,Verified,RM068,6,2
19368,C019368,3/1/2023,8/2/2025,True,Client 19368 (Pty) Ltd,REG0019368,12/11/2021,18,21-50,< R5m,Corporate,Verified,RM080,5,2
19369,C019369,3/1/2023,8/2/2025,True,Client 19369 (Pty) Ltd,REG0019369,06/14/2020,22,21-50,R500m+,Micro,Verified,RM007,20,9
19370,C019370,3/1/2023,8/2/2025,True,Client 19370 (Pty) Ltd,REG0019370,01/07/2023,8,51-100,R20m-R100m,Medium,In Review,RM021,18,10
19371,C019371,3/1/2023,8/2/2025,True,Client 19371 (Pty) Ltd,REG0019371,08/27/2018,24,501-1000,< R5m,Micro,Verified,RM005,34,5
19372,C019372,3/1/2023,8/2/2025,True,Client 19372 (Pty) Ltd,REG0019372,05/03/2022,26,21-50,R20m-R100m,Medium,Verified,RM060,27,4
19373,C019373,3/1/2023,8/2/2025,True,Client 19373 (Pty) Ltd,REG0019373,08/14/2016,10,21-50,< R5m,Medium,Verified,RM085,14,9
19374,C019374,3/1/2023,8/2/2025,True,Client 19374 (Pty) Ltd,REG0019374,12/01/2017,29,1-20,R5m-R20m,Micro,Verified,RM068,13,7
19375,C019375,3/1/2023,8/2/2025,True,Client 19375 (Pty) Ltd,REG0019375,06/16/2016,8,251-500,< R5m,Enterprise,Verified,RM059,7,6
19376,C019376,3/1/2023,8/2/2025,True,Client 19376 (Pty) Ltd,REG0019376,01/13/2022,12,51-100,R5m-R20m,Micro,Verified,RM037,49,7
19377,C019377,3/1/2023,8/2/2025,True,Client 19377 (Pty) Ltd,REG0019377,11/12/2022,16,21-50,R20m-R100m,Small,Verified,RM087,50,3
19378,C019378,3/1/2023,8/2/2025,True,Client 19378 (Pty) Ltd,REG0019378,03/22/2018,12,251-500,R20m-R100m,Small,Verified,RM047,48,3
19379,C019379,3/1/2023,8/2/2025,True,Client 19379 (Pty) Ltd,REG0019379,08/28/2018,22,501-1000,< R5m,Micro,Pending,RM075,4,1
19380,C019380,3/1/2023,8/2/2025,True,Client 19380 (Pty) Ltd,REG0019380,08/10/2018,22,1-20,R5m-R20m,Micro,Verified,RM007,25,10
19381,C019381,3/1/2023,8/2/2025,True,Client 19381 (Pty) Ltd,REG0019381,08/20/2016,27,1-20,< R5m,Micro,In Review,RM007,34,2
19382,C019382,3/1/2023,8/2/2025,True,Client 19382 (Pty) Ltd,REG0019382,04/23/2015,3,101-250,R5m-R20m,Micro,Verified,RM051,39,10
19383,C019383,3/1/2023,8/2/2025,True,Client 19383 (Pty) Ltd,REG0019383,02/09/2018,18,21-50,R5m-R20m,Small,Pending,RM048,41,4
19384,C019384,3/1/2023,8/2/2025,True,Client 19384 (Pty) Ltd,REG0019384,04/13/2018,5,251-500,R20m-R100m,Enterprise,Pending,RM001,28,7
19385,C019385,3/1/2023,8/2/2025,True,Client 19385 (Pty) Ltd,REG0019385,01/20/2020,14,1-20,R5m-R20m,Small,Verified,RM062,32,5
19386,C019386,3/1/2023,8/2/2025,True,Client 19386 (Pty) Ltd,REG0019386,08/18/2018,25,21-50,R5m-R20m,Medium,Verified,RM090,30,3
19387,C019387,3/1/2023,8/2/2025,True,Client 19387 (Pty) Ltd,REG0019387,06/10/2020,20,21-50,< R5m,Micro,Verified,RM086,12,4
19388,C019388,3/1/2023,8/2/2025,True,Client 19388 (Pty) Ltd,REG0019388,03/20/2019,21,1-20,R5m-R20m,Micro,Verified,RM018,28,5
19389,C019389,3/1/2023,8/2/2025,True,Client 19389 (Pty) Ltd,REG0019389,01/03/2017,16,1000+,R500m+,Micro,Verified,RM089,2,5
19390,C019390,3/1/2023,8/2/2025,True,Client 19390 (Pty) Ltd,REG0019390,06/08/2020,22,51-100,R20m-R100m,Small,Verified,RM096,36,1
19391,C019391,3/1/2023,8/2/2025,True,Client 19391 (Pty) Ltd,REG0019391,06/23/2021,27,51-100,R20m-R100m,Enterprise,Rejected,RM005,10,7
19392,C019392,3/1/2023,8/2/2025,True,Client 19392 (Pty) Ltd,REG0019392,09/22/2017,6,1-20,< R5m,Micro,Verified,RM078,13,6
19393,C019393,3/1/2023,8/2/2025,True,Client 19393 (Pty) Ltd,REG0019393,03/10/2021,16,51-100,R20m-R100m,Micro,Verified,RM037,8,6
19394,C019394,3/1/2023,8/2/2025,True,Client 19394 (Pty) Ltd,REG0019394,09/10/2015,20,101-250,R20m-R100m,Small,Verified,RM063,19,7
19395,C019395,3/1/2023,8/2/2025,True,Client 19395 (Pty) Ltd,REG0019395,05/04/2015,14,101-250,R5m-R20m,Micro,Verified,RM061,3,8
19396,C019396,3/1/2023,8/2/2025,True,Client 19396 (Pty) Ltd,REG0019396,05/21/2018,20,251-500,R5m-R20m,Medium,Verified,RM069,1,8
19397,C019397,3/1/2023,8/2/2025,True,Client 19397 (Pty) Ltd,REG0019397,09/15/2016,24,1-20,< R5m,Corporate,Verified,RM030,19,10
19398,C019398,3/1/2023,8/2/2025,True,Client 19398 (Pty) Ltd,REG0019398,03/20/2019,5,1-20,R20m-R100m,Micro,Verified,RM063,48,7
19399,C019399,3/1/2023,8/2/2025,True,Client 19399 (Pty) Ltd,REG0019399,07/14/2019,14,51-100,< R5m,Micro,Verified,RM043,15,1
19400,C019400,3/1/2023,8/2/2025,True,Client 19400 (Pty) Ltd,REG0019400,06/20/2018,30,101-250,< R5m,Corporate,Verified,RM066,33,7
19401,C019401,3/1/2023,8/2/2025,True,Client 19401 (Pty) Ltd,REG0019401,01/24/2023,11,51-100,R5m-R20m,Micro,Verified,RM048,44,1
19402,C019402,3/1/2023,8/2/2025,True,Client 19402 (Pty) Ltd,REG0019402,03/06/2018,21,1-20,< R5m,Small,In Review,RM080,45,10
19403,C019403,3/1/2023,8/2/2025,True,Client 19403 (Pty) Ltd,REG0019403,04/13/2021,9,21-50,R5m-R20m,Micro,Verified,RM076,42,2
19404,C019404,3/1/2023,8/2/2025,True,Client 19404 (Pty) Ltd,REG0019404,03/16/2016,20,51-100,< R5m,Medium,Verified,RM038,25,1
19405,C019405,3/1/2023,8/2/2025,True,Client 19405 (Pty) Ltd,REG0019405,09/23/2020,7,1-20,< R5m,Small,Rejected,RM093,45,4
19406,C019406,3/1/2023,8/2/2025,True,Client 19406 (Pty) Ltd,REG0019406,05/29/2022,5,1-20,R5m-R20m,Enterprise,Verified,RM021,40,1
19407,C019407,3/1/2023,8/2/2025,True,Client 19407 (Pty) Ltd,REG0019407,01/06/2023,29,1-20,< R5m,Small,In Review,RM047,43,3
19408,C019408,3/1/2023,8/2/2025,True,Client 19408 (Pty) Ltd,REG0019408,10/13/2017,15,1-20,R5m-R20m,Small,In Review,RM063,17,1
19409,C019409,3/1/2023,8/2/2025,True,Client 19409 (Pty) Ltd,REG0019409,07/07/2016,25,1-20,< R5m,Small,Verified,RM060,1,10
19410,C019410,3/1/2023,8/2/2025,True,Client 19410 (Pty) Ltd,REG0019410,03/19/2017,13,1-20,R100m-R500m,Small,In Review,RM012,21,9
19411,C019411,3/1/2023,8/2/2025,True,Client 19411 (Pty) Ltd,REG0019411,08/28/2017,12,21-50,R20m-R100m,Enterprise,Verified,RM059,25,6
19412,C019412,3/1/2023,8/2/2025,True,Client 19412 (Pty) Ltd,REG0019412,01/17/2018,24,1-20,< R5m,Micro,In Review,RM064,14,2
19413,C019413,3/1/2023,8/2/2025,True,Client 19413 (Pty) Ltd,REG0019413,08/09/2022,15,51-100,R500m+,Small,Verified,RM070,19,10
19414,C019414,3/1/2023,8/2/2025,True,Client 19414 (Pty) Ltd,REG0019414,01/08/2020,24,1-20,R20m-R100m,Small,Verified,RM052,2,5
19415,C019415,3/1/2023,8/2/2025,True,Client 19415 (Pty) Ltd,REG0019415,08/07/2018,26,1-20,< R5m,Enterprise,Verified,RM098,25,7
19416,C019416,3/1/2023,8/2/2025,True,Client 19416 (Pty) Ltd,REG0019416,06/28/2018,26,501-1000,< R5m,Medium,Pending,RM019,16,8
19417,C019417,3/1/2023,8/2/2025,True,Client 19417 (Pty) Ltd,REG0019417,04/09/2015,19,101-250,R20m-R100m,Corporate,Verified,RM013,46,8
19418,C019418,3/1/2023,8/2/2025,True,Client 19418 (Pty) Ltd,REG0019418,12/29/2022,25,21-50,R20m-R100m,Micro,Verified,RM071,24,7
19419,C019419,3/1/2023,8/2/2025,True,Client 19419 (Pty) Ltd,REG0019419,01/19/2019,24,21-50,< R5m,Corporate,Verified,RM075,19,9
19420,C019420,3/1/2023,8/2/2025,True,Client 19420 (Pty) Ltd,REG0019420,06/03/2019,19,1-20,R100m-R500m,Medium,Verified,RM040,37,2
19421,C019421,3/1/2023,8/2/2025,True,Client 19421 (Pty) Ltd,REG0019421,10/28/2015,10,101-250,R100m-R500m,Small,Verified,RM014,38,1
19422,C019422,3/1/2023,8/2/2025,True,Client 19422 (Pty) Ltd,REG0019422,05/07/2018,17,1-20,< R5m,Micro,Verified,RM066,40,2
19423,C019423,3/1/2023,8/2/2025,True,Client 19423 (Pty) Ltd,REG0019423,08/10/2019,16,1-20,< R5m,Micro,Verified,RM021,34,8
19424,C019424,3/1/2023,8/2/2025,True,Client 19424 (Pty) Ltd,REG0019424,05/02/2016,5,21-50,< R5m,Small,Verified,RM069,41,10
19425,C019425,3/1/2023,8/2/2025,True,Client 19425 (Pty) Ltd,REG0019425,11/25/2018,29,1-20,< R5m,Micro,Verified,RM087,48,4
19426,C019426,3/1/2023,8/2/2025,True,Client 19426 (Pty) Ltd,REG0019426,10/01/2017,4,51-100,< R5m,Micro,Pending,RM043,9,2
19427,C019427,3/1/2023,8/2/2025,True,Client 19427 (Pty) Ltd,REG0019427,04/21/2016,24,1-20,< R5m,Small,Verified,RM089,30,3
19428,C019428,3/1/2023,8/2/2025,True,Client 19428 (Pty) Ltd,REG0019428,02/19/2018,22,1-20,< R5m,Micro,Verified,RM006,5,5
19429,C019429,3/1/2023,8/2/2025,True,Client 19429 (Pty) Ltd,REG0019429,08/28/2018,10,101-250,< R5m,Medium,Verified,RM022,7,4
19430,C019430,3/1/2023,8/2/2025,True,Client 19430 (Pty) Ltd,REG0019430,02/09/2018,21,21-50,R100m-R500m,Medium,Verified,RM019,44,6
19431,C019431,3/1/2023,8/2/2025,True,Client 19431 (Pty) Ltd,REG0019431,12/18/2022,25,1-20,R20m-R100m,Small,Verified,RM033,17,3
19432,C019432,3/1/2023,8/2/2025,True,Client 19432 (Pty) Ltd,REG0019432,10/27/2022,6,1-20,R20m-R100m,Medium,Verified,RM084,27,2
19433,C019433,3/1/2023,8/2/2025,True,Client 19433 (Pty) Ltd,REG0019433,09/02/2019,30,1-20,R20m-R100m,Micro,In Review,RM078,48,2
19434,C019434,3/1/2023,8/2/2025,True,Client 19434 (Pty) Ltd,REG0019434,06/01/2016,29,101-250,< R5m,Medium,Pending,RM056,42,7
19435,C019435,3/1/2023,8/2/2025,True,Client 19435 (Pty) Ltd,REG0019435,05/05/2018,11,21-50,R5m-R20m,Micro,Verified,RM098,43,2
19436,C019436,3/1/2023,8/2/2025,True,Client 19436 (Pty) Ltd,REG0019436,11/11/2021,11,21-50,R5m-R20m,Small,Verified,RM089,18,9
19437,C019437,3/1/2023,8/2/2025,True,Client 19437 (Pty) Ltd,REG0019437,08/18/2015,27,1-20,R500m+,Small,Verified,RM096,34,7
19438,C019438,3/1/2023,8/2/2025,True,Client 19438 (Pty) Ltd,REG0019438,04/06/2018,16,51-100,R5m-R20m,Small,Verified,RM058,17,10
19439,C019439,3/1/2023,8/2/2025,True,Client 19439 (Pty) Ltd,REG0019439,08/17/2020,14,1-20,R5m-R20m,Small,Verified,RM065,16,9
19440,C019440,3/1/2023,8/2/2025,True,Client 19440 (Pty) Ltd,REG0019440,05/31/2020,27,21-50,< R5m,Corporate,Verified,RM019,29,4
19441,C019441,3/1/2023,8/2/2025,True,Client 19441 (Pty) Ltd,REG0019441,10/15/2018,19,21-50,R5m-R20m,Small,Verified,RM073,13,10
19442,C019442,3/1/2023,8/2/2025,True,Client 19442 (Pty) Ltd,REG0019442,02/20/2021,22,101-250,< R5m,Micro,Verified,RM027,7,8
19443,C019443,3/1/2023,8/2/2025,True,Client 19443 (Pty) Ltd,REG0019443,07/29/2021,28,101-250,R100m-R500m,Medium,Verified,RM053,35,2
19444,C019444,3/1/2023,8/2/2025,True,Client 19444 (Pty) Ltd,REG0019444,03/02/2020,27,1-20,< R5m,Micro,Verified,RM050,38,4
19445,C019445,3/1/2023,8/2/2025,True,Client 19445 (Pty) Ltd,REG0019445,12/08/2017,28,251-500,< R5m,Micro,Rejected,RM012,48,7
19446,C019446,3/1/2023,8/2/2025,True,Client 19446 (Pty) Ltd,REG0019446,04/08/2016,4,1-20,R500m+,Medium,Verified,RM030,26,9
19447,C019447,3/1/2023,8/2/2025,True,Client 19447 (Pty) Ltd,REG0019447,07/31/2021,5,1-20,R100m-R500m,Enterprise,Verified,RM095,21,3
19448,C019448,3/1/2023,8/2/2025,True,Client 19448 (Pty) Ltd,REG0019448,12/07/2022,22,1-20,R5m-R20m,Corporate,Verified,RM095,3,10
19449,C019449,3/1/2023,8/2/2025,True,Client 19449 (Pty) Ltd,REG0019449,08/31/2017,25,51-100,R20m-R100m,Micro,Verified,RM026,25,8
19450,C019450,3/1/2023,8/2/2025,True,Client 19450 (Pty) Ltd,REG0019450,03/27/2018,19,21-50,< R5m,Medium,Verified,RM049,9,9
19451,C019451,3/1/2023,8/2/2025,True,Client 19451 (Pty) Ltd,REG0019451,03/07/2015,17,1-20,R20m-R100m,Small,Verified,RM005,48,10
19452,C019452,3/1/2023,8/2/2025,True,Client 19452 (Pty) Ltd,REG0019452,06/19/2020,18,1-20,< R5m,Small,Verified,RM032,10,8
19453,C019453,3/1/2023,8/2/2025,True,Client 19453 (Pty) Ltd,REG0019453,12/16/2022,8,1-20,R20m-R100m,Small,Verified,RM049,37,10
19454,C019454,3/1/2023,8/2/2025,True,Client 19454 (Pty) Ltd,REG0019454,07/24/2016,4,251-500,R5m-R20m,Medium,Pending,RM089,26,3
19455,C019455,3/1/2023,8/2/2025,True,Client 19455 (Pty) Ltd,REG0019455,11/04/2015,23,51-100,R5m-R20m,Small,Verified,RM078,32,3
19456,C019456,3/1/2023,8/2/2025,True,Client 19456 (Pty) Ltd,REG0019456,02/21/2017,18,1-20,< R5m,Micro,Verified,RM003,14,6
19457,C019457,3/1/2023,8/2/2025,True,Client 19457 (Pty) Ltd,REG0019457,05/01/2015,28,251-500,R5m-R20m,Micro,Verified,RM061,22,5
19458,C019458,3/1/2023,8/2/2025,True,Client 19458 (Pty) Ltd,REG0019458,02/04/2017,11,1-20,< R5m,Small,In Review,RM068,47,5
19459,C019459,3/1/2023,8/2/2025,True,Client 19459 (Pty) Ltd,REG0019459,02/11/2017,26,51-100,R100m-R500m,Small,Verified,RM009,42,8
19460,C019460,3/1/2023,8/2/2025,True,Client 19460 (Pty) Ltd,REG0019460,11/13/2020,14,21-50,R5m-R20m,Medium,Pending,RM066,43,7
19461,C019461,3/1/2023,8/2/2025,True,Client 19461 (Pty) Ltd,REG0019461,09/13/2017,13,1-20,< R5m,Micro,Verified,RM001,33,5
19462,C019462,3/1/2023,8/2/2025,True,Client 19462 (Pty) Ltd,REG0019462,07/02/2020,24,1-20,R5m-R20m,Small,Verified,RM042,17,3
19463,C019463,3/1/2023,8/2/2025,True,Client 19463 (Pty) Ltd,REG0019463,06/23/2016,26,21-50,R5m-R20m,Small,Verified,RM016,34,5
19464,C019464,3/1/2023,8/2/2025,True,Client 19464 (Pty) Ltd,REG0019464,08/11/2020,16,501-1000,R20m-R100m,Micro,Verified,RM002,9,9
19465,C019465,3/1/2023,8/2/2025,True,Client 19465 (Pty) Ltd,REG0019465,08/02/2016,28,51-100,R5m-R20m,Micro,Verified,RM097,8,7
19466,C019466,3/1/2023,8/2/2025,True,Client 19466 (Pty) Ltd,REG0019466,07/22/2019,30,51-100,R5m-R20m,Medium,Verified,RM042,38,8
19467,C019467,3/1/2023,8/2/2025,True,Client 19467 (Pty) Ltd,REG0019467,07/08/2021,12,251-500,R5m-R20m,Micro,In Review,RM077,22,2
19468,C019468,3/1/2023,8/2/2025,True,Client 19468 (Pty) Ltd,REG0019468,11/13/2017,9,21-50,R20m-R100m,Micro,Pending,RM064,40,2
19469,C019469,3/1/2023,8/2/2025,True,Client 19469 (Pty) Ltd,REG0019469,08/21/2022,7,1-20,< R5m,Micro,Verified,RM021,21,5
19470,C019470,3/1/2023,8/2/2025,True,Client 19470 (Pty) Ltd,REG0019470,05/20/2016,10,501-1000,< R5m,Small,Verified,RM035,1,9
19471,C019471,3/1/2023,8/2/2025,True,Client 19471 (Pty) Ltd,REG0019471,03/25/2020,29,21-50,< R5m,Small,Verified,RM026,2,8
19472,C019472,3/1/2023,8/2/2025,True,Client 19472 (Pty) Ltd,REG0019472,01/02/2017,27,1-20,< R5m,Enterprise,In Review,RM050,15,4
19473,C019473,3/1/2023,8/2/2025,True,Client 19473 (Pty) Ltd,REG0019473,04/21/2019,17,101-250,< R5m,Small,Verified,RM048,40,4
19474,C019474,3/1/2023,8/2/2025,True,Client 19474 (Pty) Ltd,REG0019474,05/28/2016,18,21-50,R20m-R100m,Micro,Verified,RM074,1,1
19475,C019475,3/1/2023,8/2/2025,True,Client 19475 (Pty) Ltd,REG0019475,01/21/2023,25,1-20,R20m-R100m,Small,Verified,RM068,30,6
19476,C019476,3/1/2023,8/2/2025,True,Client 19476 (Pty) Ltd,REG0019476,12/27/2015,26,1-20,< R5m,Small,Verified,RM066,22,7
19477,C019477,3/1/2023,8/2/2025,True,Client 19477 (Pty) Ltd,REG0019477,05/10/2021,7,21-50,< R5m,Micro,Verified,RM078,16,8
19478,C019478,3/1/2023,8/2/2025,True,Client 19478 (Pty) Ltd,REG0019478,02/02/2021,27,21-50,< R5m,Medium,Verified,RM042,31,10
19479,C019479,3/1/2023,8/2/2025,True,Client 19479 (Pty) Ltd,REG0019479,06/10/2016,3,21-50,R5m-R20m,Micro,Verified,RM026,22,5
19480,C019480,3/1/2023,8/2/2025,True,Client 19480 (Pty) Ltd,REG0019480,02/08/2023,15,1-20,< R5m,Micro,In Review,RM083,21,10
19481,C019481,3/1/2023,8/2/2025,True,Client 19481 (Pty) Ltd,REG0019481,10/06/2015,16,21-50,R20m-R100m,Micro,Verified,RM034,22,6
19482,C019482,3/1/2023,8/2/2025,True,Client 19482 (Pty) Ltd,REG0019482,07/16/2022,21,1000+,< R5m,Micro,In Review,RM063,21,5
19483,C019483,3/1/2023,8/2/2025,True,Client 19483 (Pty) Ltd,REG0019483,10/04/2018,17,101-250,< R5m,Micro,Verified,RM052,34,3
19484,C019484,3/1/2023,8/2/2025,True,Client 19484 (Pty) Ltd,REG0019484,04/30/2020,13,51-100,R5m-R20m,Micro,Verified,RM068,30,3
19485,C019485,3/1/2023,8/2/2025,True,Client 19485 (Pty) Ltd,REG0019485,12/15/2018,26,1-20,R20m-R100m,Small,Verified,RM024,44,9
19486,C019486,3/1/2023,8/2/2025,True,Client 19486 (Pty) Ltd,REG0019486,10/12/2020,3,21-50,R5m-R20m,Medium,Verified,RM042,14,5
19487,C019487,3/1/2023,8/2/2025,True,Client 19487 (Pty) Ltd,REG0019487,10/17/2015,27,101-250,R20m-R100m,Micro,Verified,RM064,36,8
19488,C019488,3/1/2023,8/2/2025,True,Client 19488 (Pty) Ltd,REG0019488,08/27/2020,20,1-20,< R5m,Micro,Verified,RM058,13,10
19489,C019489,3/1/2023,8/2/2025,True,Client 19489 (Pty) Ltd,REG0019489,03/05/2015,20,1-20,R20m-R100m,Medium,Rejected,RM098,45,6
19490,C019490,3/1/2023,8/2/2025,True,Client 19490 (Pty) Ltd,REG0019490,11/26/2015,23,51-100,< R5m,Micro,Verified,RM012,8,1
19491,C019491,3/1/2023,8/2/2025,True,Client 19491 (Pty) Ltd,REG0019491,03/08/2020,5,51-100,R20m-R100m,Micro,Verified,RM026,20,9
19492,C019492,3/1/2023,8/2/2025,True,Client 19492 (Pty) Ltd,REG0019492,02/01/2017,9,101-250,< R5m,Small,In Review,RM073,36,1
19493,C019493,3/1/2023,8/2/2025,True,Client 19493 (Pty) Ltd,REG0019493,05/17/2020,23,51-100,< R5m,Small,Verified,RM009,28,8
19494,C019494,3/1/2023,8/2/2025,True,Client 19494 (Pty) Ltd,REG0019494,10/26/2021,18,101-250,< R5m,Small,Rejected,RM092,10,8
19495,C019495,3/1/2023,8/2/2025,True,Client 19495 (Pty) Ltd,REG0019495,05/21/2015,29,1-20,R500m+,Small,Verified,RM055,16,1
19496,C019496,3/1/2023,8/2/2025,True,Client 19496 (Pty) Ltd,REG0019496,08/24/2018,11,1-20,< R5m,Small,In Review,RM064,21,1
19497,C019497,3/1/2023,8/2/2025,True,Client 19497 (Pty) Ltd,REG0019497,03/19/2016,11,51-100,R20m-R100m,Micro,Verified,RM071,16,3
19498,C019498,3/1/2023,8/2/2025,True,Client 19498 (Pty) Ltd,REG0019498,12/18/2021,16,21-50,< R5m,Micro,Pending,RM059,27,5
19499,C019499,3/1/2023,8/2/2025,True,Client 19499 (Pty) Ltd,REG0019499,10/09/2021,8,1-20,R5m-R20m,Small,Pending,RM055,47,3
19500,C019500,3/1/2023,8/2/2025,True,Client 19500 (Pty) Ltd,REG0019500,02/07/2019,27,1-20,R5m-R20m,Micro,Verified,RM007,22,1
19501,C019501,3/1/2023,8/2/2025,True,Client 19501 (Pty) Ltd,REG0019501,06/22/2018,2,101-250,R5m-R20m,Micro,Verified,RM086,24,3
19502,C019502,3/1/2023,8/2/2025,True,Client 19502 (Pty) Ltd,REG0019502,03/25/2016,23,101-250,R500m+,Micro,Verified,RM057,28,9
19503,C019503,3/1/2023,8/2/2025,True,Client 19503 (Pty) Ltd,REG0019503,12/31/2019,21,21-50,R5m-R20m,Micro,Pending,RM020,33,6
19504,C019504,3/1/2023,8/2/2025,True,Client 19504 (Pty) Ltd,REG0019504,12/17/2015,10,251-500,R5m-R20m,Small,Pending,RM068,49,1
19505,C019505,3/1/2023,8/2/2025,True,Client 19505 (Pty) Ltd,REG0019505,08/21/2016,6,21-50,< R5m,Micro,Verified,RM038,20,7
19506,C019506,3/1/2023,8/2/2025,True,Client 19506 (Pty) Ltd,REG0019506,12/11/2016,27,501-1000,< R5m,Medium,Pending,RM010,41,7
19507,C019507,3/1/2023,8/2/2025,True,Client 19507 (Pty) Ltd,REG0019507,05/19/2017,4,1000+,< R5m,Small,In Review,RM089,49,10
19508,C019508,3/1/2023,8/2/2025,True,Client 19508 (Pty) Ltd,REG0019508,06/06/2020,21,101-250,R5m-R20m,Micro,Verified,RM053,24,10
